NUM_ITERATIONS,MEM_LIMIT,HASH_LENGTH,NUM_THREADS,SALT,HASH,TIME
5,20480,32,1,fe6b04c7f41fba30b467371287eb3fbe,4551ccb4b3cba92742d2952ae546fad95016150f85988d6daedb9a6787e2cf83,235
6,20480,32,1,a82488f6480db25b36ae1ab2e98502b8,a4307ab87acde239e03bf40bb761338349c2d97791425aaf051f2ccf9b7db149,278
7,20480,32,1,eb4ee2c3336d18cf374ceaa0b5cb37a3,d631ee0117339a587b9a285433f6b9a488a87a50623e9f6a2e2950ed1f78b12e,325
8,20480,32,1,039d0c83b1a972875e8fd79f75eb0f45,681c5a578981248c92d6d91612079cab43a18cb399468e2b3143815a7a5900cb,369
9,20480,32,1,8d78bdd77bb566b3ce382b7475eb679b,5c90cf2451d532d0d88d024b4e7b1fd329dcac30ade8fd53df1a47fe3eebb457,416
10,20480,32,1,9b663a9821d50835b1599522ce0c896f,8886aae76cda686b748b6c09693bbf52d736b56ad16871b6e8cc8201be5a0d15,461
11,20480,32,1,1eedf650e5bbfbfa81935cb6c1b8d911,c9f153e8387bf0019913efaca645841ed30e07e0bd31521369600a0d223f67a9,508
12,20480,32,1,8b353647248341403927395b82ce34a5,1d6f75278b64a2ad1cc41cd444ec4488e001f506e51d2a5653c7e0d30fdad1b4,553
13,20480,32,1,92772247601d315c2a697b4b7804f861,fd7734604ae4c81907e1afad033dc77d435e36aa474025baae861fcb3ae6f4f7,602
14,20480,32,1,6058787bede7cbeb8d0889ea1ad87394,e527264db6bbc23e1bf89b59b6f79bacdf4427b91c21814806b61e06f692f2f9,661
15,20480,32,1,b5a1c7b319056a5374a060ff94eccef5,f7cb43a2e96cd046c535f4918a6692d77c734ed5658c5c8a2038b899790d3187,701
16,20480,32,1,cc86cd6a52c23b7b20d475d1cb9051f8,0b4a900f058dc08da1bd9b55b62cec15007229c0e697cce6f3468e71a001e0e8,739
17,20480,32,1,2c4225545fa6abd3e14bfa6d19b23690,6cbfdce0f6a33c3965717e0ce404d9b1c093e946453dfc11dfe75a3e2d32de8b,782
18,20480,32,1,098841791341bec9ce49c1dc778055be,b8b6d148eed41408c70392735d31a40a40f9e29bf5f354d0091fe54c0eb20166,829
19,20480,32,1,b2642647e8811b3475b94bf0d19c9ed7,2e5d21477f75c9c77eed584dace160c00fb009bb6e841ac2da57f357be64a898,876
20,20480,32,1,eba24ca70ce32d3f7260d4c8db132388,68f7b268c782cdf809448788f3c7adc1ad98edee61418dd5772fcdb2eca96f5c,919
21,20480,32,1,f5793a53db21ad783087fbac3264367c,3e5b577964183bc88cc938f6323d93762103653fef683f8a622d869f3874b977,1002
22,20480,32,1,8be0e83bdefecf6cbb84b65ef5fe9bf0,24720e66ad987bfbc16e761bb32bb84887d0cddfa5f6dc6d61f65d72ba8db7d8,1028
23,20480,32,1,1b36e4e7a178cd45f9fda3cb026d7c3f,5ac37cd4a3612925c25127ba6faa37cf20c6fa1bbcf29eb472c04228adba5d5f,1070
24,20480,32,1,402e99ee836d27c86291d47344e2fae1,a2e4c15238ccd0df4fc694f42258a11c20c2355a20bec3a87f3af1d88e3f999c,1114
25,20480,32,1,db0e9c29a2e4f0e81591c674e23dbcbb,b13c154401d3fc27fdb6ba14f952d104901d8f7af7b81af4be433548ae74f8a0,1294
26,20480,32,1,edfc2f6f400cdc44cda8ce0306651b76,cf121865d42726983daa60d851a12396ad7c7e9057b322be281dfaf5d78f9ba5,1224
27,20480,32,1,4ff4d1852d2a8457c1fd80074027f851,59f7ceb6e9d2cedcef3c980b7c5b6bff3df85076a71df0f85929b0e4bd312c16,1252
28,20480,32,1,86c0c128d82a1decb0a98cd29c13ff0c,15056a9a1b50773779e94f8eba5a0eea8d9ab57c6547cdab543c432bcff11621,1316
29,20480,32,1,a4d53afdca0a887cc076a1954b87970c,21eeda7a4efc71e07578c13f438eca557eea7423ee8278bb375145de58de123a,1355
30,20480,32,1,a2885843abfd985886a5e5d3cbbba648,4fc229ec5719b0cb51bf9bc24b2eb36bf3fc7018b8bdb16af05d6b4df6bf98ea,1381
4,30720,32,1,5195d0158e07165320de89ebc3d6f5c4,3575988644d361387c3d3eea59ad26faad8add6fd2bbd4582becaf56d883e40b,285
5,30720,32,1,d6114c6cc071a4e1a0aeff40903f8f1e,04ac022f7f047d867c18b3c69473af93314e693ea196100f6e84472da068a9ba,358
6,30720,32,1,d286c7d210e4ab3f57938664b8001372,4e887ff386a0fc846318636da81246f5c2944bedd565f975a3e3ab5b2f8136e2,433
7,30720,32,1,98e6ba8b4d47023b9fa3a7e64c38335b,ea65623da3fbedaed2bab6956952ff7781afcd90cf962ee1430ced0689c0247d,507
8,30720,32,1,6e9519eb876d1b17b7208894eb34df0f,d437649a8ad315bc9c0771d4e643a0ad70b09c547ac6a3d4dbdb30ccec8c407a,573
9,30720,32,1,05d7836d2cf359a78941fd02fac335da,cea26804c8b4d9a06fd4de4e46caed679b031de2cc2e8c1d03fc9b4e6d8f8d17,650
10,30720,32,1,6c1d7da8e23e6dc77a3a5bea22e7e639,9d985ca14ede45640d0bb9a41fbfea38feaa6152766e39b3b31b7c951e7c3a8b,742
11,30720,32,1,aad4386ac6e5aa6f7c6a1193e127cf59,9ee21bc3c2e43756adddc2036cf373231a7d234ff1798e561db06f44f0b8d3bc,784
12,30720,32,1,ab892b6a247aeb7f258865356cd24d4a,006fa9fb0b731f3ec41f6bed5a5fb6a01bfdd933e4f67bd6969c8d5616e8c7ab,857
13,30720,32,1,f9aac450281cb6e3e5c044bce06a41ac,35d9e49fe427808c69d2b9cbd4ce335b755b604817a411ef31fafa7a86d36a9a,923
14,30720,32,1,355cac91e8f3ab8235009e12da3716b1,a3d145f2165c5f009dbef2802ecb42eac54033df4f66935441249d1f6baab970,990
15,30720,32,1,d3daad93549c46c70a4ab08bdcf24669,ece8b2f5edc77e9085c13dc308fd15770ced22668ae4aaeaa273945de5e07a3b,1068
16,30720,32,1,ff9c37120df4dbc1f1625a2f3f70eeb5,3c10a0b5850f70583e162e46919472aa9041552e1aa2272d40cc9a22abe46853,1131
17,30720,32,1,6971d18321530faebc5dd2491b200be6,909fda4dd5d599387ea4709bb840249b40545316ddc7dd5dfc6eec72f16f5947,1201
18,30720,32,1,91e69c735c7f2144c3210b4ea34585c0,e3775ac8a666eb2a086604b89f3ad40f1eaa9fc6a5160e2405ea00b49b3494a4,1284
19,30720,32,1,f532036c5b79ed8969514481ab6c622e,d8655a193f89fab8e3b88f409dd541c6853902a61203856d1c3881ab457a55dd,1342
20,30720,32,1,0183a303f28654baa445203a685bdde9,41c7cd83072beb5a94b6132cb1757d1d4ec8cab5991bd94622dc18779b932456,1411
21,30720,32,1,1b52a0fc0c39390a8bd5e657154cd402,a09abf47ab8d7f7fe8f49fa9c54e49878d5ddff5d0ec875a107f0893004ed959,1478
22,30720,32,1,6805e71d2596e561fba6e0e8a6802d47,73db6df3b1d6e6a8c5b1d5e02de5023121ea201f39bd01a9030cbda0084da5c5,1551
23,30720,32,1,e173a83786fb5cdd97b3888f36aadc87,4fd228e5573e5f002cde35a176b557354bc6534524d5d236d742eb5afc686dc7,1650
24,30720,32,1,2e0900e2ce8e1dbe7b64fc7a799bd9ac,4c9e4faba27fb67b92a993908dad5c374f12c827a5e5d65cec15fe2f437d696f,1691
25,30720,32,1,7c1416b4f8849239bb46a02c9ad9c3b5,092155c442fcb99fa51b4f75fa557ebf488ea3d22c73c3f32734fc97ed04e165,1838
26,30720,32,1,e80437886a0b9570a99025334cc6c81b,3a8612df2c21d36c9d3acd829c0f50bbe53bfdbb25e38fed249308afa4a64867,1994
27,30720,32,1,0553cc6bb4ff0e98e3e378c353c96947,c06382920b4088e930ab3234316ecec2bf67fd7c715963a0904b25d2a5e2ddef,1966
28,30720,32,1,0dd2180438e6e06968babb82eb43dc57,7596052c475b8fe9199108683b512e5234770fff8f32981149fd2cb2d17d513d,2165
29,30720,32,1,c78016952066bdacb60edb55fb26f522,889f846c806cba615eed44ba87af31ccfd12430a7b7fbe5e1fc997fe712a566e,2102
30,30720,32,1,5c67889fc84d6d9ccfae68de23923b82,4739f930904cc3ea3fae215624eed648d6a6eb5a568ed99be7f259e9f4f749d3,2125
4,40960,32,1,39d237555c96c33112e2b5b15346aab9,d83d46ae07ed9a3f8e3e249d364a62c63cdfdf5aca3b46ed9b548bd662ba2302,400
5,40960,32,1,8837f30cfef0aee7d9dd40448b834a2b,c96dbc399526bf547d2f2ff9b0b9c9ec51c7ae4680e050b1352ed4bf199ce2c5,489
6,40960,32,1,5aee23638448bd2fbd7a2ec6fe47b145,afc0ffe929076610cd9c5e58e6e4c6c7bf539e1fdbce8c4e5a20755f1c3d6f1c,588
7,40960,32,1,934ca109f555fdf2a734d083ba423464,0e949e8b313936c051306fb4f77d836ccc4a6e7ebbba1e2747b94821a0dd1279,680
8,40960,32,1,5c5c2e0c2f1c07d0e88b9fd3d1b6aa68,6e6379c3b72d7a8d2887a80f02e490d3c542e20c65050858bd040b78393db01e,773
9,40960,32,1,e35d8e01c6bec14dd5db8d4c1332b57d,40a1021be341bcdbea1f533978270c870e82dd321a4351d5e667fee10ded3d2b,866
10,40960,32,1,87c484c375aff1e90c877b65ca49f05f,829b507a506b72eefd8c33fa5d58128ae85edbb8420130e0e8ddb1d545ceb68f,969
11,40960,32,1,bc628da9f2201b93843a208de96a02e0,ff4e7b9d500888c7f86791d6e7480e58a0e9af3928446ea54866674690716800,1055
12,40960,32,1,fc324dfc11bdf6a9842488d7ad0d1d73,60b07961fdd2d9b2e86b2b4b10c36305d38ff89701288d6a2e491d1c14108eee,1146
13,40960,32,1,6e3dbb64c115291ed461aa698be43539,02343b2f6b5d01fd50c734845bf09d66bc8f7b4f0e1d29dfc6e11a4d1571b4ff,1245
14,40960,32,1,4aa6b4bce2e419fe57feb32f31ae5045,730eed925370490923ac6dcc7cf27b7b548d96d4d8cc1f50333acc418448b6cc,1335
15,40960,32,1,82e83312ff0615d52c03141d660057f7,557d437f6c8b369dae7a49f5388fdcaf017d7bd2955ccb0d88bc7740aa791f17,1434
16,40960,32,1,71afd5499ecd748b4082f9dc47e367de,79fe64d796d78a12b4370a5fdd768792aee0a03adaf1858ea1e04e223f5c51f7,1554
17,40960,32,1,98fae404ee486bf045a08cd1cecd41cc,53c14d64ff8f75a02ae5b5519b77c7a4ca96172f879ed670c3f172fd774c0107,1720
18,40960,32,1,cd1b800a20b554086d97313e0f8a90b4,231760ee1d753a6520abbecc28095d319de4db609da6aba83c424886ebb068dc,1790
19,40960,32,1,5ff007208c4dea3c227f8f33de0d5a35,adcc41cb34a7a0dc1d78af95b67ecb7b5a83bea2d42051f0715155e1a409b057,1920
20,40960,32,1,f193ae6806059e28198ccbacef6e2af1,02336055ef0a4be4562b8e5010fe69427d3015c04a3f797cbdbd05d4b35b006c,1984
21,40960,32,1,c8f1ff4deb1c8ff9f757895a2c048819,e636d9436a1922f47270ac3b53f986f021dc108c0d2915302370b0743565f948,2044
22,40960,32,1,3c5bc7489be94443b79b3c533d419ad1,fbd272d054286365ed64b698c799f3bb313ee12d4ed98d122424aab1b066ee91,2215
23,40960,32,1,101514140837430a769284f004ac059d,6e573d0ddf24997e032d3e5ecfaa8a78380d769e703f8988388e90a9c87de702,2367
24,40960,32,1,38e460bbb9470b8d72480badf7d2cc14,c1070eef56e500424b582058fd6a1180690cad72564936180f40ed708b731fe6,2310
25,40960,32,1,351873c05ee6a5b7858b37c8fb94e95b,7851c53c284a711dcf49098ed0f7efcd44c203eb0db188d35fdf6b94da24ac3a,2409
26,40960,32,1,14a940f9aecdfe2453a5eaeb785dde48,fe3e081060c6944963d0f74b8ee71e09329e690168b9ef5b84e516fe62376324,2535
27,40960,32,1,a4e37e8d300f712b29137c114675bac7,a5d395283d0874dfd41c986fdce39634c7f615240dabb008c83fa47af93debe1,2723
28,40960,32,1,c0417c09b2405a82b5c3c57f8500a600,b380a99791d9968a1ed6b1c284104f1852e58670136bc81d02f1ff75894b7738,2874
29,40960,32,1,1f2e0d28972b2c791e4c3c5ee02b8c44,519410222d1783b13088fc3d69d206d8d6aca2a1da5936d99b4e6f8de6d9fe06,2814
30,40960,32,1,8be4163eba1ca37f37154eed4212587c,c04363fefbad84a09b2b1762f04b3bc1bef38fad253146514847219a03e22246,3000
