NUM_ITERATIONS,MEM_LIMIT,HASH_LENGTH,NUM_THREADS,SALT,HASH,TIME
23,30720,32,1,06d5afa794dfad0dbda63a7f3ac06489,b282a79b6b056c4036ea47f28a02918b2ce6addc4ea6bf8a16849108b09eea55,372
24,30720,32,1,e024a72af78c89169650392d1d84abc3,fe5d1de7e3d28cac0fd51518e86884197381ad6e88500da71b0256df75e9282b,390
25,30720,32,1,868a543313ea90420565d595eab281cd,0462e8ce52fbccb2d871f064ffb5699ac7c16a4962e90f196a44238895469fdf,417
26,30720,32,1,2b6c4e62faea22c6e8eb66faa3228aee,13c29857cdece839028f5e713a75717131300dd54de2919ab4af8f802e96da57,431
27,30720,32,1,8d572a389d8a1d406ac14a4689958b8d,ca36ff6e0916f7065466b129659cb64b86cca89fa9405129ff722e53084cd9f0,440
28,30720,32,1,24c76a98a2c9ccb75a9e7572ba133a59,d0c6aa42892492e143f7e9c5db8bbaeb5ef163578ca56a36dff1f112e648838e,454
29,30720,32,1,872bff1e490f1634846ee1983a25cf5d,1e48c842d81a751ffa992cead295dbabcefd909dcc194d3895f79f8b5ac8a3d5,489
30,30720,32,1,dfde8ba2e0f9665f29b2bfd9f7061aeb,f51ea93d20f7d15662d1338807fec51aa5ff47e8b7dce99f0c91baa6db6dec62,492
4,40960,32,1,5447bd4946ca3bc3966f7662ef60fef4,bb0763262f717b620f4d097927f5a9baac3a5e8f20a0c32ea75f88d6b3676326,151
5,40960,32,1,a921059b50d4732dc45e0a39770505dc,16f6f699164bb8afddc76e201f2f3898bd07b7a011723f43ffb62dbc3e3c4586,120
6,40960,32,1,b583d5a10bcb94f1baf0f89ad3058267,6529b4962939de2857f28275da380d64993db7007595b9a60bedb724e89c8fe2,148
7,40960,32,1,55cb7a8f7c43dfbadf09dbc5a9698897,5e0aed2bda7916b4153c625c2df28931d687246cfbafd1731b86f2789307d349,170
8,40960,32,1,3c0369e908599a896037ef703dd5c7bc,4671ee83a030b965b7e4b253eb65fe16200aa26747c83fdaff48b5163ff9281f,186
9,40960,32,1,b08106e62cb76103e3a0225956ff251f,e85e1a5cd17c834c1324dba6d666bf9a59269dede2e55a455c55f8e520fd3eea,208
10,40960,32,1,a4c467c429b0fed47165cc5a52aeefc2,a19cd1e1b8ce7cd2e8c0bc39b8955ffc12e5d2e1d5bd5ccf8476b885b9c6927f,254
11,40960,32,1,192778691595954e8a15b9659a4fd000,03559896a8edde357296febbadb9fc69bcfc80340f6cd0c4a4c15be120c804ea,270
12,40960,32,1,26ffb0e8765cb01f8fc65e1ec09c14a0,ff9635eedf6286168c7eaf823347d1de605bd68b060e06a1aeb25a56c05f02dd,294
13,40960,32,1,006851d873b75681ba7c5a2b356a9658,13056abee6198bc78626bb7fe8b69cb1bec8f8bb9a38af63cfb770974b14c65d,301
14,40960,32,1,f8408599098baaf6eccb50d8f8d6dcf8,4676d87b986ff74bdda15aa58084de99aa63cc55ff2f7ea03698d66730176a16,327
15,40960,32,1,0d68d908adcc9a67f1c71b33a33d1bcd,dd33b76c9961597913d070c91cd571e4d8a852441e3cfa6d2bc728cfd1ec7c85,359
16,40960,32,1,3ba5f2bc85fb280c1acb8367411eb7b5,77d388274c741b14ff467551925ddb47fb54fe81fbdab6180f8216754485ac7d,367
17,40960,32,1,8fd8c8892a872b6aa81f371d20130d28,fb9f0f12aa2bb6b75f43d0a0836342450be4fbfb6f05c89c3f28b2debdb8e582,394
18,40960,32,1,6a9c1029d4959e4c490bddf6865fef85,eada3fa9131b4b510c6e90dc717f15e0d31f6ebc9274deb850f7bb725e991c6c,434
19,40960,32,1,37604acdec0c647dd653a4d91e43ea67,298836b190c943db05a1aeab1d1fef1e6e4cb9b1f501f2bdbe99305a5197645d,474
20,40960,32,1,079fbbaa387f87417d34c0b0c1fff538,de82f60d065bc8d4b697470cbc7498a8f23813fe49bd02878ba078e0ef4a5263,468
21,40960,32,1,f1db348e3fdbe86c9e0d583df84cb605,905ef66c10525ee5e2c33ef93c4558d98bb2ac1ed8701f9b6ff25b378d6013c3,498
22,40960,32,1,4c3aef03a78c141925c38c456452ff5e,7bef144227ad39c30faa12bc19470d052ba3f1beecf3c109794fb1b9f6107bca,549
23,40960,32,1,8575b01d052b986141a693f84bb4eab1,2f8233212f697c227ad18ddb64e0be22cfe1e997ba82c9127fecd2eaf4774f65,543
24,40960,32,1,9503e87b6a1bfd18a9c406022b75cdf9,28fe5a84c1ffcd5b0c1b1251fca66eb2f459823415b9488d9a85132fa3665164,570
25,40960,32,1,b7bdebcdd043bd7b64a6ac95e5b71e8f,b829d967c0295520e62f0e846064e4811d83c340fd1f8e23e61c04f2027af5a0,676
26,40960,32,1,aca9b253698072f5e2930fdcf130e643,b49f1c1b38f08a0a617f163faeb41e7961052d4f43dbe65bf1971b8373dfe892,659
27,40960,32,1,066b84c5b528ac5ae3a61f3ec5dd20c5,4862059bfbf5abd973490d3b32c1ccc3b0369194ae1e99384a8b99064ba96194,626
28,40960,32,1,cad0ea831c8f226111425f91a36dce23,053a738889a745ffd258329123ea20ff5dad4dc89013d2a71d8ad9b089efb31d,657
29,40960,32,1,54b988d94a71ab1964bb75cec710424d,40f426815eb7b5d6cbeeae09c593f6854b6e0f651507d8cf2e948b78539f7e76,661
30,40960,32,1,ad3ae27752c6ecdc0876921d486db89b,7148a4e200a317405ba0624bf85f5ebbf2745532e8b7d8f82427bb0bb774a58b,679
4,51200,32,1,f2b3fa4333a190532d78abb3cf7ad340,bb55c8dca39bd377f197821f5eb3c9b0829f74e76c8eaf2a3db3d7c7ae70575b,120
5,51200,32,1,20cb0ed70649ab8f213bfecff175b972,1f0ab6043c4f677d77939fc21d4253e09b61e2784b4af4eba722ade34a42c402,150
6,51200,32,1,c8917467df370329e9964426313b1149,273131c70f097a46d714556bb7883aab39300a8279200308159477ddeff3b2db,178
7,51200,32,1,d3e9719ee2db6e348799947e25767541,1eb2627437fadd2d091186615c2de52dfa538e4ee2c445a0f8d99a5b4ea446c6,211
8,51200,32,1,9e4bab11a69e180453bf603baf0431e2,4c1ba793ac1611c985ed3cb1797dba3f4ad1d2fe42e60e122e6922db1afa59b0,237
9,51200,32,1,400d488bbe914eafb99ef0a166eb7098,e21dff5cd4428973c6d76b0f2241dd73c819d894b42c5a07cf8fc19659fbefdc,267
10,51200,32,1,83521053c466378d7f9efaefe44d44f8,ffb6abc92273230e9357c779fa7cdc2ff75a47ccf491b4b1c5785188be6e96e0,319
11,51200,32,1,27b184a0095c995295742acb8971245d,0fa6d91d95f032c4bffbf829d2405c29a90525d4504ac2fb3c759a0ab97c811b,340
12,51200,32,1,c10c6505640c2616c0e10940754b6ddd,649eacfc5c1b96ec4e304b957d7ef918bed73f7072b04a395e2de4359112c519,353
13,51200,32,1,107c50c8d54714460d62beab50654ea7,9bfeb50408baadabe464c965d397734d610521bcde77ce366434be5a8462b132,383
14,51200,32,1,9e2352f54c8b0ff0d66d4c8cf0704921,6ee045669a356a69ac672c261967727bfa5c7e5e56fb2231697c93d3c768873a,422
15,51200,32,1,35d805b60c5a8c99a8a51f0d3ea94d70,cd0be641b5353b64bf5bdae91fa06ea04fccfd35bc9a34c20b7a750423bd9886,464
16,51200,32,1,6ba03bffb9c30e453957936144368fb0,627e8d9455ca741a2aea47b257ee8eb5874140be19934bf5ae88df79b6c9323e,498
17,51200,32,1,c7559c52c88a3283dab957943923a411,af2bc7c862b87b3afff3a2847be1c11d84583dffe49046cd19e9e8dea64883ea,551
18,51200,32,1,f5456e4461404b1cdb30ae253cc84627,a0c994e3a114c4b9e78847420aac431ea978a2371b291c32923e18415bf84ba3,537
19,51200,32,1,5ba1be700ce37e9275023b22b6ff01b3,7b1de2d18272aca91c23a887d9a831b80b58af2be42e9cc4879df93c1732e87b,608
20,51200,32,1,e78679076326e6dd135d190ee5e8b8ef,c3b5481a3ca9105f43cfffb3fd530d40fa104cb7282c4dc732475338e0223261,587
21,51200,32,1,c75cc253a250c7b220e62bd41a770c51,95aaaab5f6718b51843897a017d631d31dfa8f6013c6897ca9d87e48399f9db1,610
22,51200,32,1,ebf27cc6b0c01978a654a8d82722c5bf,15405576c0bf9451f45d7767971a3fe188bc6814b84cdc20a09b3eda58c03c4f,641
23,51200,32,1,ee8dd944e33b2bd9d7ebc4574e6ee702,830338b5eb7635dd291c369a54e540566872b8234ea0767ed4e29fadd6a857de,673
24,51200,32,1,dde61c43124cb57c2c70f246f8602ffc,a6f9c252856c427fe2e41fbb481f6b34a47e9cb9831e58aeb6d46af0b1d51f69,704
25,51200,32,1,0a2253da28681e452f9a4534d4159a8b,d5711feed3fa57e02562452612d998478c6664673f944d0f6f3a807fface05a0,758
26,51200,32,1,db6f6b554ab3845b80310f8b968e1a7d,d2432c71d542a0b4230b7078071cbe1b4628ae42f84091128206bd9bb691f45a,764
27,51200,32,1,e47be22df75f9d96c270b66ad270fa3b,6b4de81fdbb811ad6419100254c96e22b1c8b488c9e2fbb4ea4b27b667b40d71,805
28,51200,32,1,0114a96e75fbc332ab8cf286a1141230,6d2efce4d8091f6ed40316dbb98fe340b83198982b1f5b41c869c823ab179f79,839
29,51200,32,1,666bfd3120094709114296e47779b432,d813631e8330c88101637545e93254b18427253d3361a4172ef31d737a2eba0f,846
30,51200,32,1,c22fc8a0122cfa03f70b4417c06157a3,5a8e26f1484ffac6ad4bff2236ea2b9ee46160819fad1ae0edb72ab5b46f54aa,888
