NUM_ITERATIONS,MEM_LIMIT,HASH_LENGTH,NUM_THREADS,SALT,HASH,TIME
7,30720,32,1,fa5e047dc6a354b82701e549ae21bad0,318a2d3bf3e7ed917f8f8f915ca4e8b1c69a6e31f1dd17706be816ec408f5d5e,527
8,30720,32,1,69355c3e4dfea8b98b75fcfb6ca110af,4ef8a1e0f349666bc1bc4d82dfbd66f8efc4b541b16afe09c5cf73726ec3aafc,572
9,30720,32,1,bfab7f42f3308f3cd61e131d8f44e2dc,186c2a730a9cebc000827e587c7b6d1b3117fa12c59dc955ca0fe8f3a1470cf7,766
10,30720,32,1,83f175ec187361726048673420d07243,72cc87baa8cb9e3ab99cb59ffe6d1e9d1b35c79b824862da0bfab64025a7c365,746
11,30720,32,1,41ee546615c66869863d31bf9df59aee,2febced41b94951fb03ea463b3de5bc464069d0eab40d004cca6428db4cc615f,795
12,30720,32,1,f7448c9d45326d14e59b3701237e4878,1fd303595c3e43d54eeb33c2b167b584eaa7c4a98638e1a93e33a4eb1beb0cea,871
13,30720,32,1,d04571d0d868d189ef9a478a7889f04d,11e89b90eb762abe5bdc0d90f2630110b294df0984cd37535beb7e4c7ef05a26,940
14,30720,32,1,1c3f3e1bbe59ad77555b00907c97d7fc,2c397d7991b8a3a2892571d139909da3f927174972574b0c13086926ab8df5b4,1006
15,30720,32,1,827baf5312c34fe58faf79883608a1db,93f10bfe4fb523a9614bf2a5e3d75708c1fe07cf884cd69f4511d973a19c3a02,1080
16,30720,32,1,19057f55e1f63c30226499f759d42431,9ceac105641175f79a9e3ba23d3a32d258d7b9fd1ff7deb85a289898f3ad2ca1,1141
17,30720,32,1,73bdd5fa282deef25e1f5c37b25fe658,b0add34f684b47bf4b01766dcdbc53f1f673a37f8fe18cd50db52076d986e377,1204
18,30720,32,1,9b593989f0d7fe552b60f0849d7ba4db,8675fe2d6e4064276b9ca9b43b77a9b0c4c125dab12fbc2292efbdd39878e288,1295
19,30720,32,1,1417a472df77f0b2f32b6cd8288c0103,7f9451c5e3349740a25c032f8357927dd8a23fdb0f1ef399d4cc973bb4513eb1,1366
20,30720,32,1,ccbdd5bf88ab77a86829a4c29251b751,b80f5f9d089127f5e376239748877d3be4fcf332f77964962139b4950fc60209,1405
21,30720,32,1,feefc94e810669e1ed82ee2c3ad1d736,7ff16a5e73708d49dc4ebb77a0932273ee6348b33bc4e440a699e7c1832c282b,1479
22,30720,32,1,07ff9aa1324ebe69f2a260d49aada749,c6c139e83c51f075563f44d8836b13a6f9092ecb34fae6f7a7438fb56bafabd8,1546
23,30720,32,1,bdca3cf033066f1837bea032cb81cf74,7f4d9a5b06e8768e58ce79da9f44438514fb6532fa970c29e3aa179eec5e0812,1634
24,30720,32,1,744cd408aedf7fde08150093f6f7e550,6397e93cf98011e89419283c3fdc0c78b2b9e09735924b914fd6400d319c9d8d,1770
25,30720,32,1,14ad0491a129d04e103156f7dd496f10,14658cbcf070f6512c6f9c3773865b4896a48f87f2d738197779817e51b700f7,1811
26,30720,32,1,eefaca67962e9971f6b9b4c24afd2989,63166bf4167ae4e1420116ebcfab6a74a67e4487a67d7e993c0240a8b0ee2139,1876
27,30720,32,1,2956b1c5d92d4815c271674571b10096,ea7a0a9deef890805eae83d1abebbf6e170367435cc47352e89a8b64bc9cbf1b,1959
28,30720,32,1,b75ecfdb5fea0504a880dd069805cce2,2f46303225d973a11d48df4ac6cdfbb0cbbe4fd86e5ca031e5236f33aa86d6de,2022
29,30720,32,1,bff0a949e5531f8cafdfb93f6be75aa0,945a9d6871d34054fc3d0b46727375e1aac5ac3b67bab9e236dbdfa2cc30c02b,2061
30,30720,32,1,35f0c5ec16dc4887cd8d95dc4d1e82be,b1d63283b71e9b13cd84bf96495ca3ee59ec4fc272b811c23e1f96593adda546,2151
4,40960,32,1,bba2db06539d3acfb69064fbe217827c,9a32945aa39f13bb14dc292c1e6428a511676cc7332423eca8af7efbadfe328e,392
5,40960,32,1,5910a28368654154f6fa2d6338def402,4f1e0790cfbeeb5a7cce838b1c79662377f9c03bf212a88622f848a63b995ed2,486
6,40960,32,1,6fa9b014c132084d37be644081153688,0c800ce886ea35223da40087ccbbab93486400dbc061bfe5d300abece035aa88,608
7,40960,32,1,61b100bd2d720a5656e617cca913044a,7097e13daae3b78efaf5ee990905cf8fb486e4534825db60598772eda331df7e,781
8,40960,32,1,39be9b9c09f90d14f6f84e4f3f6b1a7a,49d239801cd353b254d15e08a375775765f3f4470ecedc71e263d0fcd471068b,825
9,40960,32,1,da2ce3164b74807465eda2caca292d9e,81a42949581fbd20bf0c4b75dcad446c491c8a6a9e092fd2d2a561c849275635,929
10,40960,32,1,cfba5e65c9e29e3ab84a50db159638e8,b6c36edfecf83c965750d999f40491cf4f96159d22a5f905185ba7e8f62839ce,1018
11,40960,32,1,6e3bc2cb7a8af32323a90091173ee5b1,bf359e8b6d2cde565cc80c01c8e532b773b06726674d14d82d3844030a782a26,1060
12,40960,32,1,8b333bbbaec99769d33d0f8ed9ddd7b7,2a9737a51a7ddefc6b0d43dc900ca81d3bc2ed0cffd205f58db5fddb931fe672,1149
13,40960,32,1,df6d6bb4e13598809175afeb89f5b0ac,b533b68a1f81755b8ab50b7271dfca5f54eafd9b7392d1a3ada922e612a03d6e,1256
14,40960,32,1,427f4f9131a71c0a2795fda5d670731b,ec4cde279c88dd1d24253048c4a84389f061bf399db351d48b2eb253eea19b86,1339
15,40960,32,1,af5554d84a359da0907cc6194f10d48a,a2bc39a95c278b574ff7e80a6b3e4ec4ea61efc20dffbf443c6ff77a6404ee88,1428
16,40960,32,1,698d1b89283bf4def8b41472cff9ad78,70297b5ec38f3a70cc286fde6dbd1332fd86958608929db9159c87b1e72f706b,1533
17,40960,32,1,c9484ef022eb2c38beb52187d2755b3b,146f989a71832214b6625a72e92756907c110512ea26217f4e177ce7396ff563,1618
18,40960,32,1,87f0b8e180004a33a14ae5b125a8eb03,694b8894717502db5b06450141dd8e2887fd626913e93be0d781b7f51fc303ce,1708
19,40960,32,1,0fa8cc32baaaa66ca14434a36ed187eb,1a6ee4fa20e93356b1eeed1154f09148345a5143f4b2d21d0b25aaf99ffef768,1812
20,40960,32,1,57abc14a869a9dfbaae84315fe928de1,5111e40545f8d2633fa9a54893f25e083757d67a3733b1cf3d7a3e21513f7ed1,1917
21,40960,32,1,5b7c04eede7d2637bef5bd08cef5d565,95badce1c662d6dcb23ae3cbb16069e265781f6f01813561d2b6a66ee4e827e2,1990
22,40960,32,1,db9a607d803e2d6c0a8620a355bd140a,0b96dfdb72658ebe2f06912cb28997510a244cf196d45b43ccad6237bd3a607a,2092
23,40960,32,1,b0ae665a218d1915c49d4d892113b36b,776b3e6d9ace16668cd333af60469ab61c24e8ec75331c85dd7b4d40c343bed4,2187
24,40960,32,1,a48292bd441cc6c4b7e4b0dd1b509b71,3c1d96b943f3d763d01214f95d41150cd6735c8c581d2184e40d2c807601e761,2278
25,40960,32,1,150f2ec5e922554fb3f5341c04c6bf5a,08c7b91129df246b39d38b58cb1f30a6ac31083532b97f147889838bf8e1ecc2,2375
26,40960,32,1,4379afa826b800920bce09b807a65ed8,9a76dd21448e43dd373af2a54f63020cd05939dd92309c99c27044db04ad780f,2477
27,40960,32,1,009fe549d7e5c6ce08d7269c925226eb,9eef3f45207eabd7b3f9a4d68e29b31e5560b3c2f7d50fffbb49046398cc215a,2624
28,40960,32,1,1aedcefcaaa726afcf37432b85d30991,537f833b31041e0c729bf6127d8d87d6bade3956bf7ac4fb2d03b8002b0e1561,2648
29,40960,32,1,543d176a90c50899d9ecc2b140778866,10971590894f79f77c2c6805d90d1aa248c9f35840f1041e84ac752a80c898c6,2738
30,40960,32,1,68cdd452fe40661466b5e41a544517cb,453204ca99c85dcfc05707bf763c193cacc730155cf424765024382b046cb2f9,2897
4,51200,32,1,c9a644e0b5112d62bfeba27be14caed4,45c0299c034872a9107f3026464149ddc9cc0a4769dcce7bc0ea8e46441ce9a3,482
5,51200,32,1,88a8f8246d5bcac158753e8d72cc1676,7dda229f04f31ee205eac10dda2ecc48524b1ed588cf02d293939f9ed3c902b6,598
6,51200,32,1,922976d154e513c5a491c880a932ec9b,757119a77ad934e2dd554a60992ef0e1811bad1a56eef1bdd821cdebedde735c,726
7,51200,32,1,b6b0906532c2d67b2942d52ff25cca26,05523dfe36b0473713beaab913bb337fcefcb0926944f7ea4dc8e905db1c1952,836
8,51200,32,1,908b17dbb86f7878ae8294fccfd5b482,7e777e205039f715506302335563e97839b7ffff2569d8aed5a23ac812119a41,969
9,51200,32,1,91bca1faac3885200649d80c3ab8297a,48fd1c5eef8d44d4a6c69bc8d43225f114c4f5cc499b0bde4af7f15385a323e9,1075
10,51200,32,1,81c2f9d475f4ddddde824af7fcb520dd,156ec2ed21bd4179c5103833c7b9c0e7630bb9b1b40ab83860d95f9792b695c6,1193
11,51200,32,1,e1fca87fc3c9c6a14d01ff526cd64eb2,696b1b3bbb6ffd32b34fd05e561f3764c102d2fae107293eb7e4dbf8a6f30067,1316
12,51200,32,1,d6d2966942fb628f4c1b37990b983392,3e48bccb9e9839768aab4087aec1ee080e1cd621302096684b30c441cf2e6594,1431
13,51200,32,1,274b27b138be604a08011943b013c630,761ff36c37c8885a7a4b405af8232fa56f96096c255a791c21bc53884aec2230,1551
14,51200,32,1,ab4b36d3f8755ea7baad95db861ab12c,09daf3a6ce495c78645db6a7822901dff4cc7b5a6e1f57194988d2975c0b174f,1683
15,51200,32,1,f07d2275d3f9fd2767550b7ae6671ebc,b58382f247a144e0db36d12cde431b3e65b44f3fc88ed771a319fdc09fd79320,1786
16,51200,32,1,a098ec0c4f31155ad2a8453ed524f253,303c5577bf434ec35142592f09a907897717f3c507c1ff7f358c4dd221fb5395,1928
17,51200,32,1,f52bbce2303f3d0beea5243aa7135cae,cec856e2bf4f314f811469a85d2e3f31e556efbdebe4c0a1f62d2da119851412,2054
18,51200,32,1,06d9ee96a47239dd4473964bf1a1b03e,3b62458f3d4983627efec622ed675a2699540feaa376aa6b214acdfe3cdccdd9,2188
19,51200,32,1,8c3b9f492a8e33b5865325f2c64c718b,0ecb6b239ba6cab3adbe33761c93cc4c708b6eee2aa269e1f202600bdccf118e,2262
20,51200,32,1,280b1bd90a5854bbd970239f6fb49b93,1dcfe71415a60119a551d74553d76a66da19a4a37414f9cb0258630d679e185d,2408
21,51200,32,1,c936fa76d27f9fe23b88e125d2b9939b,af4fb6e660104e258ace5356ff129978df069eb51fef85c920277ba55577289f,2584
22,51200,32,1,d7beb9199f3e218b7cf58f77184eaef1,51ebdbec67a126e28df40d4b24eb7ae4d737d92dac7b137f7e3077e2bcfd95d5,2727
23,51200,32,1,13c81799ac52de00ebafb07d6ad7566a,dd63aa9496c6460911f7c9515d30ce7eee2a0fa840ecbe750a3a1ef2f164ff20,2963
24,51200,32,1,01f7a2ea468bb9a62de0e633ce3b519c,f9a46dfcbad0f5aeaa0063757349296b6ee083454cf3a9290edfc7ec294f6bb3,3077
25,51200,32,1,d62cd041ed17a7f447455d49baf12f4b,74bafedff06fcdb8a254b3d6dbfcc8e0bf57276d5255f1b21110d8068969155b,3042
26,51200,32,1,95af06edf00ca8ce154710a8810015c5,a3b7b80fd77199b6a22f78fdcb783896f2ee09e2bd12af9c6f9e392f69297b15,3169
27,51200,32,1,a45e7996f11a0e7f2c582398ff86fcaf,6f6b36e295520417c6453a9664931755abc7e813153aaf4f64510a0a668e331c,3318
28,51200,32,1,f58235fa7078187859c4f39749a78cf6,41464e02af6bc2ead3ee15d725c8957603622a4c7e000cd4803b823c0de45079,3373
29,51200,32,1,c4b7159c0209c9980eac443c6d91a3d8,567e83371bedf1ab9fce0c9ca3332616df6fd20f6e135caec958b596329aa5d5,3525
30,51200,32,1,685c000459ebd6e87ca72d59577b21e7,60587063b03ede1ebd057458846243e86acef2b932f53f4f336438f7a955f3b6,3591
